Date,Spotify Streams,Change
"Aug 21, 2016",0,0.0
"Aug 22, 2016",921,921.0
"Aug 23, 2016",1827,906.0
"Aug 24, 2016",2718,891.0
"Aug 25, 2016",3597,879.0
"Aug 26, 2016",4461,864.0
"Aug 27, 2016",5314,853.0
"Aug 28, 2016",6153,839.0
"Aug 29, 2016",6981,828.0
"Aug 30, 2016",7797,816.0
"Aug 31, 2016",8602,805.0
"Sep 1, 2016",9396,794.0
"Sep 2, 2016",10179,783.0
"Sep 3, 2016",10952,773.0
"Sep 4, 2016",11714,762.0
"Sep 5, 2016",12467,753.0
"Sep 6, 2016",13211,744.0
"Sep 7, 2016",13945,734.0
"Sep 8, 2016",14670,725.0
"Sep 9, 2016",15386,716.0
"Sep 10, 2016",16094,708.0
"Sep 11, 2016",16793,699.0
"Sep 12, 2016",17484,691.0
"Sep 13, 2016",18167,683.0
"Sep 14, 2016",18842,675.0
"Sep 15, 2016",19510,668.0
"Sep 16, 2016",20171,661.0
"Sep 17, 2016",20824,653.0
"Sep 18, 2016",21470,646.0
"Sep 19, 2016",22109,639.0
"Sep 20, 2016",22741,632.0
"Sep 21, 2016",23367,626.0
"Sep 22, 2016",23986,619.0
"Sep 23, 2016",24599,613.0
"Sep 24, 2016",25205,606.0
"Sep 25, 2016",25806,601.0
"Sep 26, 2016",26400,594.0
"Sep 27, 2016",26989,589.0
"Sep 28, 2016",27572,583.0
"Sep 29, 2016",28149,577.0
"Sep 30, 2016",28721,572.0
"Oct 1, 2016",29288,567.0
"Oct 2, 2016",29849,561.0
"Oct 3, 2016",30405,556.0
"Oct 4, 2016",30956,551.0
"Oct 5, 2016",31502,546.0
"Oct 6, 2016",32043,541.0
"Oct 7, 2016",32579,536.0
"Oct 8, 2016",33110,531.0
"Oct 9, 2016",33637,527.0
"Oct 10, 2016",34159,522.0
"Oct 11, 2016",34677,518.0
"Oct 12, 2016",35190,513.0
"Oct 13, 2016",35699,509.0
"Oct 14, 2016",36204,505.0
"Oct 15, 2016",36705,501.0
"Oct 16, 2016",37201,496.0
"Oct 17, 2016",37694,493.0
"Oct 18, 2016",38182,488.0
"Oct 19, 2016",38667,485.0
"Oct 20, 2016",39147,480.0
"Oct 21, 2016",39624,477.0
"Oct 22, 2016",40097,473.0
"Oct 23, 2016",40567,470.0
"Oct 24, 2016",41033,466.0
"Oct 25, 2016",41495,462.0
"Oct 26, 2016",41954,459.0
"Oct 27, 2016",42409,455.0
"Oct 28, 2016",42861,452.0
"Oct 29, 2016",43310,449.0
"Oct 30, 2016",43755,445.0
"Oct 31, 2016",44197,442.0
"Nov 1, 2016",44636,439.0
"Nov 2, 2016",45072,436.0
"Nov 3, 2016",45505,433.0
"Nov 4, 2016",45935,430.0
"Nov 5, 2016",46361,426.0
"Nov 6, 2016",46785,424.0
"Nov 7, 2016",47206,421.0
"Nov 8, 2016",47623,417.0
"Nov 9, 2016",48038,415.0
"Nov 10, 2016",48451,413.0
"Nov 11, 2016",48860,409.0
"Nov 12, 2016",49267,407.0
"Nov 13, 2016",49671,404.0
"Nov 14, 2016",50072,401.0
"Nov 15, 2016",50471,399.0
"Nov 16, 2016",50867,396.0
"Nov 17, 2016",51260,393.0
"Nov 18, 2016",51651,391.0
"Nov 19, 2016",52040,389.0
"Nov 20, 2016",52426,386.0
"Nov 21, 2016",52810,384.0
"Nov 22, 2016",53191,381.0
"Nov 23, 2016",53570,379.0
"Nov 24, 2016",53947,377.0
"Nov 25, 2016",54321,374.0
"Nov 26, 2016",54693,372.0
"Nov 27, 2016",55063,370.0
"Nov 28, 2016",55430,367.0
"Nov 29, 2016",55796,366.0
"Nov 30, 2016",56159,363.0
"Dec 1, 2016",56520,361.0
"Dec 2, 2016",56879,359.0
"Dec 3, 2016",57236,357.0
"Dec 4, 2016",57591,355.0
"Dec 5, 2016",57944,353.0
"Dec 6, 2016",58295,351.0
"Dec 7, 2016",58644,349.0
"Dec 8, 2016",58990,346.0
