Date,Likes,Change
"Mar 11, 2019",1478118,0
"Mar 12, 2019",1478196,78
"Mar 13, 2019",1478267,71
"Mar 14, 2019",1478329,62
"Mar 15, 2019",1478398,69
"Mar 16, 2019",1478512,114
"Mar 17, 2019",1478599,87
"Mar 18, 2019",1478686,87
"Mar 19, 2019",1478787,101
"Mar 20, 2019",1478956,169
"Mar 21, 2019",1479229,273
"Mar 22, 2019",1479624,395
"Mar 23, 2019",1480133,509
"Mar 24, 2019",1480648,515
"Mar 25, 2019",1481210,562
"Mar 26, 2019",1481680,470
"Mar 27, 2019",1482047,367
"Mar 28, 2019",1482322,275
"Mar 29, 2019",1482540,218
"Mar 30, 2019",1482745,205
"Mar 31, 2019",1482866,121
"Apr 1, 2019",1482984,118
"Apr 2, 2019",1483130,146
"Apr 3, 2019",1483252,122
"Apr 4, 2019",1483430,178
"Apr 5, 2019",1483682,252
"Apr 6, 2019",1483968,286
"Apr 7, 2019",1484235,267
"Apr 8, 2019",1484476,241
"Apr 9, 2019",1484746,270
"Apr 10, 2019",1484988,242
"Apr 11, 2019",1485219,231
"Apr 12, 2019",1485383,164
"Apr 13, 2019",1485494,111
"Apr 14, 2019",1485592,98
"Apr 15, 2019",1485694,102
"Apr 16, 2019",1485803,109
"Apr 17, 2019",1485859,56
"Apr 18, 2019",1485953,94
"Apr 19, 2019",1486073,120
"Apr 20, 2019",1486195,122
"Apr 21, 2019",1486296,101
"Apr 22, 2019",1486411,115
"Apr 23, 2019",1486525,114
"Apr 24, 2019",1486644,119
"Apr 25, 2019",1486712,68
"Apr 26, 2019",1486811,99
"Apr 27, 2019",1486871,60
"Apr 28, 2019",1486956,85
"Apr 29, 2019",1487034,78
"Apr 30, 2019",1487118,84
"May 1, 2019",1487177,59
"May 2, 2019",1487272,95
"May 3, 2019",1487333,61
"May 4, 2019",1487426,93
"May 5, 2019",1487517,91
"May 6, 2019",1487566,49
"May 7, 2019",1487596,30
"May 8, 2019",1487640,44
"May 9, 2019",1487672,32
"May 10, 2019",1487735,63
"May 11, 2019",1487801,66
"May 12, 2019",1487815,14
"May 13, 2019",1487862,47
"May 14, 2019",1487890,28
"May 15, 2019",1487975,85
"May 16, 2019",1488054,79
"May 17, 2019",1488108,54
"May 18, 2019",1488185,77
"May 19, 2019",1488250,65
"May 20, 2019",1488314,64
"May 21, 2019",1488388,74
"May 22, 2019",1488457,69
"May 23, 2019",1488505,48
"May 24, 2019",1488570,65
"May 25, 2019",1488610,40
"May 26, 2019",1488635,25
"May 27, 2019",1488668,33
"May 28, 2019",1488735,67
"May 29, 2019",1488735,0
"May 30, 2019",1488872,137
"May 31, 2019",1488872,0
"Jun 1, 2019",1488872,0
"Jun 2, 2019",1488872,0
"Jun 3, 2019",1489693,821
"Jun 4, 2019",1489858,165
"Jun 5, 2019",1490012,154
"Jun 6, 2019",1490171,159
"Jun 7, 2019",1490171,0
"Jun 8, 2019",1490171,0
"Jun 9, 2019",1490171,0
"Jun 10, 2019",1489405,-766
"Jun 11, 2019",1488638,-767
"Jun 12, 2019",1487872,-766
"Jun 13, 2019",1487105,-767
"Jun 14, 2019",1486339,-766
"Jun 15, 2019",1485572,-767
"Jun 16, 2019",1484806,-766
"Jun 17, 2019",1484870,64
"Jun 18, 2019",1484934,64
"Jun 19, 2019",1484998,64
"Jun 20, 2019",1485062,64
"Jun 21, 2019",1485141,79
"Jun 22, 2019",1485219,78
"Jun 23, 2019",1485298,79
"Jun 24, 2019",1485372,74
"Jun 25, 2019",1485372,0
"Jun 26, 2019",1485439,67
"Jun 27, 2019",1485464,25
"Jun 28, 2019",1485519,55
"Jun 29, 2019",1485575,56
"Jun 30, 2019",1485634,59
"Jul 1, 2019",1485707,73
"Jul 2, 2019",1485753,46
"Jul 3, 2019",1485793,40
"Jul 4, 2019",1485864,71
"Jul 5, 2019",1485909,45
"Jul 6, 2019",1485967,58
"Jul 7, 2019",1485987,20
"Jul 8, 2019",1485991,4
"Jul 9, 2019",1486019,28
"Jul 10, 2019",1486059,40
"Jul 11, 2019",1486103,44
"Jul 12, 2019",1486159,56
"Jul 13, 2019",1486217,58
"Jul 14, 2019",1486290,73
"Jul 15, 2019",1486453,163
"Jul 16, 2019",1486572,119
"Jul 17, 2019",1486671,99
"Jul 18, 2019",1486746,75
"Jul 19, 2019",1486807,61
"Jul 20, 2019",1486906,99
"Jul 21, 2019",1486992,86
"Jul 22, 2019",1487047,55
"Jul 23, 2019",1487102,55
"Jul 24, 2019",1487131,29
"Jul 25, 2019",1487169,38
"Jul 26, 2019",1487234,65
"Jul 27, 2019",1487280,46
"Jul 28, 2019",1487324,44
"Jul 29, 2019",1487400,76
"Jul 30, 2019",1487412,12
"Jul 31, 2019",1487454,42
"Aug 1, 2019",1487512,58
"Aug 2, 2019",1487574,62
"Aug 3, 2019",1487625,51
"Aug 4, 2019",1487681,56
"Aug 5, 2019",1487706,25
"Aug 6, 2019",1487745,39
"Aug 7, 2019",1487772,27
"Aug 8, 2019",1487794,22
"Aug 9, 2019",1487830,36
"Aug 10, 2019",1487881,51
"Aug 11, 2019",1487945,64
"Aug 12, 2019",1487965,20
"Aug 13, 2019",1488016,51
"Aug 14, 2019",1488042,26
"Aug 15, 2019",1488096,54
"Aug 16, 2019",1488138,42
"Aug 17, 2019",1488196,58
"Aug 18, 2019",1488237,41
"Aug 19, 2019",1488279,42
"Aug 20, 2019",1488299,20
"Aug 21, 2019",1488330,31
"Aug 22, 2019",1488370,40
"Aug 23, 2019",1488431,61
"Aug 24, 2019",1488525,94
"Aug 25, 2019",1488561,36
"Aug 26, 2019",1488604,43
"Aug 27, 2019",1488661,57
"Aug 28, 2019",1488700,39
"Aug 29, 2019",1488757,57
"Aug 30, 2019",1488781,24
"Aug 31, 2019",1488842,61
"Sep 1, 2019",1488878,36
"Sep 2, 2019",1488901,23
"Sep 3, 2019",1488929,28
"Sep 4, 2019",1488962,33
"Sep 5, 2019",1488998,36
"Sep 6, 2019",1489051,53
"Sep 7, 2019",1489073,22
"Sep 8, 2019",1489101,28
"Sep 9, 2019",1489138,37
"Sep 10, 2019",1489162,24
"Sep 11, 2019",1489182,20
"Sep 12, 2019",1489212,30
"Sep 13, 2019",1489233,21
"Sep 14, 2019",1489254,21
"Sep 15, 2019",1489267,13
"Sep 16, 2019",1489287,20
"Sep 17, 2019",1489295,8
"Sep 18, 2019",1489320,25
"Sep 19, 2019",1489369,49
"Sep 20, 2019",1489373,4
"Sep 21, 2019",1489410,37
"Sep 22, 2019",1489415,5
"Sep 23, 2019",1489443,28
"Sep 24, 2019",1489471,28
"Sep 25, 2019",1489498,27
"Sep 26, 2019",1489526,28
"Sep 27, 2019",1489554,28
"Sep 28, 2019",1489582,28
"Sep 29, 2019",1489609,27
"Sep 30, 2019",1489637,28
"Oct 1, 2019",1489665,28
"Oct 2, 2019",1489693,28
"Oct 3, 2019",1489720,27
"Oct 4, 2019",1489748,28
"Oct 5, 2019",1489776,28
"Oct 6, 2019",1489804,28
"Oct 7, 2019",1489831,27
"Oct 8, 2019",1489859,28
"Oct 9, 2019",1489903,44
"Oct 10, 2019",1489963,60
"Oct 11, 2019",1490024,61
"Oct 12, 2019",1490084,60
"Oct 13, 2019",1490144,60
"Oct 14, 2019",1490205,61
"Oct 15, 2019",1490265,60
"Oct 16, 2019",1490325,60
"Oct 17, 2019",1490386,61
"Oct 18, 2019",1490446,60
"Oct 19, 2019",1490506,60
"Oct 20, 2019",1490566,60
"Oct 21, 2019",1490627,61
"Oct 22, 2019",1490687,60
"Oct 23, 2019",1490747,60
"Oct 24, 2019",1490808,61
"Oct 25, 2019",1490868,60
"Oct 26, 2019",1490928,60
"Oct 27, 2019",1490989,61
"Oct 28, 2019",1491049,60
"Oct 29, 2019",1491109,60
"Oct 30, 2019",1491170,61
"Oct 31, 2019",1491230,60
"Nov 1, 2019",1491290,60
"Nov 2, 2019",1491351,61
"Nov 3, 2019",1491411,60
"Nov 4, 2019",1491471,60
"Nov 5, 2019",1491532,61
"Nov 6, 2019",1491592,60
"Nov 7, 2019",1491652,60
"Nov 8, 2019",1491713,61
"Nov 9, 2019",1491773,60
"Nov 10, 2019",1491833,60
"Nov 11, 2019",1491893,60
"Nov 12, 2019",1491954,61
"Nov 13, 2019",1492014,60
"Nov 14, 2019",1492074,60
"Nov 15, 2019",1492135,61
"Nov 16, 2019",1492195,60
"Nov 17, 2019",1492255,60
"Nov 18, 2019",1492316,61
"Nov 19, 2019",1492376,60
"Nov 20, 2019",1492436,60
"Nov 21, 2019",1492497,61
"Nov 22, 2019",1492557,60
"Nov 23, 2019",1492617,60
"Nov 24, 2019",1492678,61
"Nov 25, 2019",1492738,60
"Nov 26, 2019",1492798,60
"Nov 27, 2019",1492859,61
"Nov 28, 2019",1492919,60
"Nov 29, 2019",1492979,60
"Nov 30, 2019",1493040,61
"Dec 1, 2019",1493100,60
"Dec 2, 2019",1493160,60
"Dec 3, 2019",1493220,60
"Dec 4, 2019",1493281,61
"Dec 5, 2019",1493341,60
"Dec 6, 2019",1493401,60
"Dec 7, 2019",1493462,61
"Dec 8, 2019",1493522,60
"Dec 9, 2019",1493582,60
"Dec 10, 2019",1493643,61
"Dec 11, 2019",1493703,60
"Dec 12, 2019",1493737,34
"Dec 13, 2019",1493771,34
"Dec 14, 2019",1493805,34
"Dec 15, 2019",1493840,35
"Dec 16, 2019",1493874,34
"Dec 17, 2019",1493908,34
"Dec 18, 2019",1493942,34
"Dec 19, 2019",1493976,34
"Dec 20, 2019",1494210,234
"Dec 21, 2019",1494444,234
"Dec 22, 2019",1494678,234
"Dec 23, 2019",1494912,234
"Dec 24, 2019",1495146,234
"Dec 25, 2019",1495381,235
"Dec 26, 2019",1495615,234
"Dec 27, 2019",1495849,234
"Dec 28, 2019",1496083,234
"Dec 29, 2019",1496317,234
"Dec 30, 2019",1496551,234
"Dec 31, 2019",1496785,234
"Jan 1, 2020",1496862,77
"Jan 2, 2020",1496939,77
"Jan 3, 2020",1497016,77
"Jan 4, 2020",1497093,77
"Jan 5, 2020",1497170,77
"Jan 6, 2020",1497247,77
"Jan 7, 2020",1497324,77
"Jan 8, 2020",1497401,77
"Jan 9, 2020",1497478,77
"Jan 10, 2020",1497555,77
"Jan 11, 2020",1497631,76
"Jan 12, 2020",1497708,77
"Jan 13, 2020",1497785,77
"Jan 14, 2020",1497862,77
"Jan 15, 2020",1497939,77
"Jan 16, 2020",1498016,77
"Jan 17, 2020",1498093,77
"Jan 18, 2020",1498170,77
"Jan 19, 2020",1498247,77
"Jan 20, 2020",1498324,77
"Jan 21, 2020",1498344,20
"Jan 22, 2020",1498364,20
"Jan 23, 2020",1498383,19
"Jan 24, 2020",1498403,20
"Jan 25, 2020",1498423,20
"Jan 26, 2020",1498443,20
"Jan 27, 2020",1498463,20
"Jan 28, 2020",1498483,20
"Jan 29, 2020",1498502,19
"Jan 30, 2020",1498522,20
"Jan 31, 2020",1498542,20
"Feb 1, 2020",1498562,20
"Feb 2, 2020",1498582,20
"Feb 3, 2020",1498601,19
"Feb 4, 2020",1498621,20
"Feb 5, 2020",1498641,20
"Feb 6, 2020",1498661,20
"Feb 7, 2020",1498681,20
"Feb 8, 2020",1498701,20
"Feb 9, 2020",1498720,19
"Feb 10, 2020",1498740,20
"Feb 11, 2020",1498760,20
"Feb 12, 2020",1498744,-16
"Feb 13, 2020",1498727,-17
"Feb 14, 2020",1498711,-16
"Feb 15, 2020",1498694,-17
"Feb 16, 2020",1498678,-16
"Feb 17, 2020",1498662,-16
"Feb 18, 2020",1498645,-17
"Feb 19, 2020",1498629,-16
"Feb 20, 2020",1498612,-17
"Feb 21, 2020",1498596,-16
"Feb 22, 2020",1498579,-17
"Feb 23, 2020",1498563,-16
"Feb 24, 2020",1498547,-16
"Feb 25, 2020",1498530,-17
"Feb 26, 2020",1498514,-16
"Feb 27, 2020",1498497,-17
"Feb 28, 2020",1498481,-16
"Feb 29, 2020",1498466,-15
"Mar 1, 2020",1498454,-12
"Mar 2, 2020",1498441,-13
"Mar 3, 2020",1498429,-12
"Mar 4, 2020",1498416,-13
"Mar 5, 2020",1498404,-12
"Mar 6, 2020",1498391,-13
"Mar 7, 2020",1498379,-12
"Mar 8, 2020",1498366,-13
"Mar 9, 2020",1498354,-12
"Mar 10, 2020",1498341,-13
"Mar 11, 2020",1498329,-12
"Mar 12, 2020",1498316,-13
"Mar 13, 2020",1498304,-12
"Mar 14, 2020",1498291,-13
"Mar 15, 2020",1498279,-12
"Mar 16, 2020",1498266,-13
"Mar 17, 2020",1498254,-12
"Mar 18, 2020",1498241,-13
"Mar 19, 2020",1498229,-12
"Mar 20, 2020",1498216,-13
"Mar 21, 2020",1498204,-12
"Mar 22, 2020",1498191,-13
"Mar 23, 2020",1498179,-12
"Mar 24, 2020",1498166,-13
"Mar 25, 2020",1498154,-12
"Mar 26, 2020",1498130,-24
"Mar 27, 2020",1498106,-24
"Mar 28, 2020",1498082,-24
"Mar 29, 2020",1498076,-6
"Mar 30, 2020",1498070,-6
"Mar 31, 2020",1498064,-6
"Apr 1, 2020",1498034,-30
"Apr 2, 2020",1498005,-29
"Apr 3, 2020",1497975,-30
"Apr 4, 2020",1497946,-29
"Apr 5, 2020",1497916,-30
"Apr 6, 2020",1497887,-29
"Apr 7, 2020",1497857,-30
"Apr 8, 2020",1497827,-30
"Apr 9, 2020",1497798,-29
"Apr 10, 2020",1497768,-30
"Apr 11, 2020",1497739,-29
"Apr 12, 2020",1497709,-30
"Apr 13, 2020",1497680,-29
"Apr 14, 2020",1497650,-30
"Apr 15, 2020",1497620,-30
"Apr 16, 2020",1497591,-29
"Apr 17, 2020",1497561,-30
"Apr 18, 2020",1497532,-29
"Apr 19, 2020",1497502,-30
"Apr 20, 2020",1497472,-30
"Apr 21, 2020",1497443,-29
"Apr 22, 2020",1497413,-30
"Apr 23, 2020",1497384,-29
"Apr 24, 2020",1497354,-30
"Apr 25, 2020",1497325,-29
"Apr 26, 2020",1497295,-30
"Apr 27, 2020",1497253,-42
"Apr 28, 2020",1497212,-41
"Apr 29, 2020",1497170,-42
"Apr 30, 2020",1497128,-42
"May 1, 2020",1497114,-14
"May 2, 2020",1497100,-14
"May 3, 2020",1497085,-15
"May 4, 2020",1497071,-14
"May 5, 2020",1497057,-14
"May 6, 2020",1497043,-14
"May 7, 2020",1497028,-15
