Date,Likes,Change
"Apr 17, 2023",10767,0
"Apr 18, 2023",10776,9
"Apr 19, 2023",10786,10
"Apr 20, 2023",10799,13
"Apr 21, 2023",10821,22
"Apr 22, 2023",10834,13
"Apr 23, 2023",10845,11
"Apr 24, 2023",10864,19
"Apr 25, 2023",10881,17
"Apr 26, 2023",10904,23
"Apr 27, 2023",10915,11
"Apr 28, 2023",10938,23
"Apr 29, 2023",10966,28
"Apr 30, 2023",10985,19
"May 1, 2023",10995,10
"May 2, 2023",11013,18
"May 3, 2023",11024,11
"May 4, 2023",11039,15
"May 5, 2023",11055,16
"May 6, 2023",11078,23
"May 7, 2023",11098,20
"May 8, 2023",11115,17
"May 9, 2023",11140,25
"May 10, 2023",11163,23
"May 11, 2023",11181,18
"May 12, 2023",11195,14
"May 13, 2023",11220,25
"May 14, 2023",11236,16
"May 15, 2023",11264,28
"May 16, 2023",11289,25
"May 17, 2023",11308,19
"May 18, 2023",11323,15
"May 19, 2023",11342,19
"May 20, 2023",11356,14
"May 21, 2023",11371,15
"May 22, 2023",11398,27
"May 23, 2023",11425,27
"May 24, 2023",11437,12
"May 25, 2023",11454,17
"May 26, 2023",11477,23
"May 27, 2023",11496,19
"May 28, 2023",11513,17
"May 29, 2023",11530,17
"May 30, 2023",11547,17
"May 31, 2023",11564,17
"Jun 1, 2023",11587,23
"Jun 2, 2023",11601,14
"Jun 3, 2023",11626,25
"Jun 4, 2023",11640,14
"Jun 5, 2023",11652,12
"Jun 6, 2023",11674,22
"Jun 7, 2023",11691,17
"Jun 8, 2023",11705,14
"Jun 9, 2023",11724,19
"Jun 10, 2023",11745,21
"Jun 11, 2023",11763,18
"Jun 12, 2023",11776,13
"Jun 13, 2023",11795,19
"Jun 14, 2023",11810,15
"Jun 15, 2023",11819,9
"Jun 16, 2023",11836,17
"Jun 17, 2023",11856,20
"Jun 18, 2023",11872,16
"Jun 19, 2023",11898,26
"Jun 20, 2023",11919,21
"Jun 21, 2023",11937,18
"Jun 22, 2023",11955,18
"Jun 23, 2023",11973,18
"Jun 24, 2023",11989,16
"Jun 25, 2023",11994,5
"Jun 26, 2023",12006,12
"Jun 27, 2023",12024,18
"Jun 28, 2023",12033,9
"Jun 29, 2023",12048,15
"Jun 30, 2023",12077,29
"Jul 1, 2023",12117,40
"Jul 2, 2023",12160,43
"Jul 3, 2023",12207,47
"Jul 4, 2023",12244,37
"Jul 5, 2023",12275,31
"Jul 6, 2023",12313,38
"Jul 7, 2023",12344,31
"Jul 8, 2023",12372,28
"Jul 9, 2023",12389,17
"Jul 10, 2023",12409,20
"Jul 11, 2023",12424,15
"Jul 12, 2023",12440,16
"Jul 13, 2023",12458,18
"Jul 14, 2023",12476,18
"Jul 15, 2023",12494,18
"Jul 16, 2023",12508,14
"Jul 17, 2023",12516,8
"Jul 18, 2023",12527,11
"Jul 19, 2023",12538,11
"Jul 20, 2023",12544,6
"Jul 21, 2023",12560,16
"Jul 22, 2023",12576,16
"Jul 23, 2023",12583,7
"Jul 24, 2023",12596,13
"Jul 25, 2023",12609,13
"Jul 26, 2023",12615,6
"Jul 27, 2023",12624,9
"Jul 28, 2023",12631,7
"Jul 29, 2023",12645,14
"Jul 30, 2023",12655,10
"Jul 31, 2023",12661,6
"Aug 1, 2023",12668,7
"Aug 2, 2023",12675,7
"Aug 3, 2023",12684,9
"Aug 4, 2023",12692,8
"Aug 5, 2023",12701,9
"Aug 6, 2023",12705,4
"Aug 7, 2023",12707,2
"Aug 8, 2023",12712,5
"Aug 9, 2023",12718,6
"Aug 10, 2023",12722,4
"Aug 11, 2023",12727,5
"Aug 12, 2023",12736,9
"Aug 13, 2023",12741,5
"Aug 14, 2023",12747,6
"Aug 15, 2023",12753,6
"Aug 16, 2023",12758,5
"Aug 17, 2023",12767,9
"Aug 18, 2023",12776,9
"Aug 19, 2023",12784,8
"Aug 20, 2023",12792,8
"Aug 21, 2023",12798,6
"Aug 22, 2023",12803,5
"Aug 23, 2023",12806,3
"Aug 24, 2023",12809,3
"Aug 25, 2023",12812,3
"Aug 26, 2023",12814,2
"Aug 27, 2023",12822,8
"Aug 28, 2023",12829,7
"Aug 29, 2023",12834,5
"Aug 30, 2023",12838,4
"Aug 31, 2023",12843,5
"Sep 1, 2023",12848,5
"Sep 2, 2023",12852,4
"Sep 3, 2023",12855,3
"Sep 4, 2023",12858,3
"Sep 5, 2023",12860,2
"Sep 6, 2023",12865,5
"Sep 7, 2023",12869,4
"Sep 8, 2023",12878,9
"Sep 9, 2023",12886,8
"Sep 10, 2023",12892,6
"Sep 11, 2023",12898,6
"Sep 12, 2023",12904,6
"Sep 13, 2023",12909,5
"Sep 14, 2023",12914,5
"Sep 15, 2023",12919,5
"Sep 16, 2023",12926,7
"Sep 17, 2023",12933,7
"Sep 18, 2023",12940,7
"Sep 19, 2023",12946,6
"Sep 20, 2023",12951,5
"Sep 21, 2023",12955,4
"Sep 22, 2023",12966,11
"Sep 23, 2023",12976,10
"Sep 24, 2023",12983,7
"Sep 25, 2023",12989,6
"Sep 26, 2023",12998,9
"Sep 27, 2023",13006,8
"Sep 28, 2023",13015,9
"Sep 29, 2023",13023,8
"Sep 30, 2023",13034,11
"Oct 1, 2023",13044,10
"Oct 2, 2023",13060,16
"Oct 3, 2023",13075,15
"Oct 4, 2023",13092,17
"Oct 5, 2023",13108,16
"Oct 6, 2023",13120,12
"Oct 7, 2023",13131,11
"Oct 8, 2023",13142,11
"Oct 9, 2023",13152,10
"Oct 10, 2023",13162,10
"Oct 11, 2023",13171,9
"Oct 12, 2023",13178,7
"Oct 13, 2023",13184,6
"Oct 14, 2023",13195,11
"Oct 15, 2023",13205,10
