Date,Spotify Streams,Change
"Dec 31, 2003",0,0.0
"Jan 1, 2004",2,2.0
"Jan 2, 2004",5,3.0
"Jan 3, 2004",7,2.0
"Jan 4, 2004",9,2.0
"Jan 5, 2004",12,3.0
"Jan 6, 2004",14,2.0
"Jan 7, 2004",16,2.0
"Jan 8, 2004",18,2.0
"Jan 9, 2004",21,3.0
"Jan 10, 2004",23,2.0
"Jan 11, 2004",25,2.0
"Jan 12, 2004",27,2.0
"Jan 13, 2004",29,2.0
"Jan 14, 2004",31,2.0
"Jan 15, 2004",33,2.0
"Jan 16, 2004",35,2.0
"Jan 17, 2004",37,2.0
"Jan 18, 2004",39,2.0
"Jan 19, 2004",41,2.0
"Jan 20, 2004",44,3.0
"Jan 21, 2004",45,1.0
"Jan 22, 2004",47,2.0
"Jan 23, 2004",49,2.0
"Jan 24, 2004",51,2.0
"Jan 25, 2004",53,2.0
"Jan 26, 2004",55,2.0
"Jan 27, 2004",57,2.0
"Jan 28, 2004",59,2.0
"Jan 29, 2004",61,2.0
"Jan 30, 2004",63,2.0
"Jan 31, 2004",65,2.0
"Feb 1, 2004",67,2.0
"Feb 2, 2004",68,1.0
"Feb 3, 2004",70,2.0
"Feb 4, 2004",72,2.0
"Feb 5, 2004",74,2.0
"Feb 6, 2004",76,2.0
"Feb 7, 2004",77,1.0
"Feb 8, 2004",79,2.0
"Feb 9, 2004",81,2.0
"Feb 10, 2004",83,2.0
"Feb 11, 2004",84,1.0
"Feb 12, 2004",86,2.0
"Feb 13, 2004",88,2.0
"Feb 14, 2004",89,1.0
"Feb 15, 2004",91,2.0
"Feb 16, 2004",93,2.0
"Feb 17, 2004",94,1.0
"Feb 18, 2004",96,2.0
"Feb 19, 2004",98,2.0
"Feb 20, 2004",99,1.0
"Feb 21, 2004",101,2.0
"Feb 22, 2004",103,2.0
"Feb 23, 2004",104,1.0
"Feb 24, 2004",106,2.0
"Feb 25, 2004",107,1.0
"Feb 26, 2004",109,2.0
"Feb 27, 2004",111,2.0
"Feb 28, 2004",112,1.0
"Feb 29, 2004",114,2.0
"Mar 1, 2004",115,1.0
"Mar 2, 2004",117,2.0
"Mar 3, 2004",118,1.0
"Mar 4, 2004",120,2.0
"Mar 5, 2004",121,1.0
"Mar 6, 2004",123,2.0
"Mar 7, 2004",124,1.0
"Mar 8, 2004",126,2.0
"Mar 9, 2004",127,1.0
"Mar 10, 2004",129,2.0
"Mar 11, 2004",130,1.0
"Mar 12, 2004",132,2.0
"Mar 13, 2004",133,1.0
"Mar 14, 2004",135,2.0
"Mar 15, 2004",136,1.0
"Mar 16, 2004",138,2.0
"Mar 17, 2004",139,1.0
"Mar 18, 2004",140,1.0
"Mar 19, 2004",142,2.0
"Mar 20, 2004",143,1.0
"Mar 21, 2004",145,2.0
"Mar 22, 2004",146,1.0
"Mar 23, 2004",148,2.0
"Mar 24, 2004",149,1.0
"Mar 25, 2004",150,1.0
"Mar 26, 2004",152,2.0
"Mar 27, 2004",153,1.0
"Mar 28, 2004",154,1.0
"Mar 29, 2004",156,2.0
"Mar 30, 2004",157,1.0
"Mar 31, 2004",158,1.0
"Apr 1, 2004",160,2.0
"Apr 2, 2004",161,1.0
"Apr 3, 2004",162,1.0
"Apr 4, 2004",164,2.0
"Apr 5, 2004",165,1.0
"Apr 6, 2004",166,1.0
"Apr 7, 2004",168,2.0
"Apr 8, 2004",169,1.0
"Apr 9, 2004",170,1.0
"Apr 10, 2004",172,2.0
"Apr 11, 2004",173,1.0
"Apr 12, 2004",174,1.0
"Apr 13, 2004",175,1.0
"Apr 14, 2004",177,2.0
"Apr 15, 2004",178,1.0
"Apr 16, 2004",179,1.0
"Apr 17, 2004",180,1.0
"Apr 18, 2004",182,2.0
"Apr 19, 2004",183,1.0
"Apr 20, 2004",184,1.0
"Apr 21, 2004",185,1.0
"Apr 22, 2004",187,2.0
"Apr 23, 2004",188,1.0
"Apr 24, 2004",189,1.0
"Apr 25, 2004",190,1.0
"Apr 26, 2004",191,1.0
"Apr 27, 2004",193,2.0
"Apr 28, 2004",194,1.0
"Apr 29, 2004",195,1.0
"Apr 30, 2004",196,1.0
"May 1, 2004",197,1.0
"May 2, 2004",199,2.0
"May 3, 2004",200,1.0
"May 4, 2004",201,1.0
"May 5, 2004",202,1.0
"May 6, 2004",203,1.0
"May 7, 2004",204,1.0
"May 8, 2004",206,2.0
"May 9, 2004",207,1.0
"May 10, 2004",208,1.0
"May 11, 2004",209,1.0
"May 12, 2004",210,1.0
"May 13, 2004",211,1.0
"May 14, 2004",212,1.0
"May 15, 2004",214,2.0
"May 16, 2004",215,1.0
"May 17, 2004",216,1.0
"May 18, 2004",217,1.0
"May 19, 2004",218,1.0
"May 20, 2004",219,1.0
"May 21, 2004",220,1.0
"May 22, 2004",221,1.0
"May 23, 2004",222,1.0
"May 24, 2004",224,2.0
