Date,Likes,Change
"Feb 16, 2023",74933,0
"Feb 17, 2023",74933,0
"Feb 18, 2023",74989,56
"Feb 19, 2023",75015,26
"Feb 20, 2023",75064,49
"Feb 21, 2023",75102,38
"Feb 22, 2023",75153,51
"Feb 23, 2023",75218,65
"Feb 24, 2023",75280,62
"Feb 25, 2023",75324,44
"Feb 26, 2023",75369,45
"Feb 27, 2023",75415,46
"Feb 28, 2023",75468,53
"Mar 1, 2023",75518,50
"Mar 2, 2023",75570,52
"Mar 3, 2023",75631,61
"Mar 4, 2023",75688,57
"Mar 5, 2023",75750,62
"Mar 6, 2023",75797,47
"Mar 7, 2023",75848,51
"Mar 8, 2023",75911,63
"Mar 9, 2023",75961,50
"Mar 10, 2023",76017,56
"Mar 11, 2023",76066,49
"Mar 12, 2023",76109,43
"Mar 13, 2023",76162,53
"Mar 14, 2023",76197,35
"Mar 15, 2023",76242,45
"Mar 16, 2023",76283,41
"Mar 17, 2023",76335,52
"Mar 18, 2023",76386,51
"Mar 19, 2023",76444,58
"Mar 20, 2023",76494,50
"Mar 21, 2023",76549,55
"Mar 22, 2023",76591,42
"Mar 23, 2023",76638,47
"Mar 24, 2023",76698,60
"Mar 25, 2023",76740,42
"Mar 26, 2023",76798,58
"Mar 27, 2023",76857,59
"Mar 28, 2023",76925,68
"Mar 29, 2023",76980,55
"Mar 30, 2023",77049,69
"Mar 31, 2023",77121,72
"Apr 1, 2023",77201,80
"Apr 2, 2023",77274,73
"Apr 3, 2023",77330,56
"Apr 4, 2023",77387,57
"Apr 5, 2023",77436,49
"Apr 6, 2023",77516,80
"Apr 7, 2023",77552,36
"Apr 8, 2023",77625,73
"Apr 9, 2023",77693,68
"Apr 10, 2023",77749,56
"Apr 11, 2023",77793,44
"Apr 12, 2023",77848,55
"Apr 13, 2023",77911,63
"Apr 14, 2023",77965,54
"Apr 15, 2023",78021,56
"Apr 16, 2023",78074,53
"Apr 17, 2023",78151,77
"Apr 18, 2023",78205,54
"Apr 19, 2023",78274,69
"Apr 20, 2023",78346,72
"Apr 21, 2023",78420,74
"Apr 22, 2023",78493,73
"Apr 23, 2023",78590,97
"Apr 24, 2023",78685,95
"Apr 25, 2023",78792,107
"Apr 26, 2023",78880,88
"Apr 27, 2023",78977,97
"Apr 28, 2023",79081,104
"Apr 29, 2023",79167,86
"Apr 30, 2023",79255,88
"May 1, 2023",79349,94
"May 2, 2023",79431,82
"May 3, 2023",79503,72
"May 4, 2023",79593,90
"May 5, 2023",79700,107
"May 6, 2023",79798,98
"May 7, 2023",79891,93
"May 8, 2023",79993,102
"May 9, 2023",80113,120
"May 10, 2023",80225,112
"May 11, 2023",80354,129
"May 12, 2023",80487,133
"May 13, 2023",80604,117
"May 14, 2023",80719,115
"May 15, 2023",80813,94
"May 16, 2023",80938,125
"May 17, 2023",81045,107
"May 18, 2023",81156,111
"May 19, 2023",81310,154
"May 20, 2023",81457,147
"May 21, 2023",81582,125
"May 22, 2023",81689,107
"May 23, 2023",81827,138
"May 24, 2023",81957,130
"May 25, 2023",82089,132
"May 26, 2023",82228,139
"May 27, 2023",82375,147
"May 28, 2023",82509,134
"May 29, 2023",82644,135
"May 30, 2023",82778,134
"May 31, 2023",82870,92
"Jun 1, 2023",82991,121
"Jun 2, 2023",83071,80
"Jun 3, 2023",83178,107
"Jun 4, 2023",83308,130
"Jun 5, 2023",83385,77
"Jun 6, 2023",83457,72
"Jun 7, 2023",83578,121
"Jun 8, 2023",83692,114
"Jun 9, 2023",83807,115
"Jun 10, 2023",83947,140
