Date,Likes,Change
"Jun 6, 2024",5670,0
"Jun 7, 2024",5696,26
"Jun 8, 2024",5721,25
"Jun 9, 2024",5740,19
"Jun 10, 2024",5759,19
"Jun 11, 2024",5775,16
"Jun 12, 2024",5791,16
"Jun 13, 2024",5814,23
"Jun 14, 2024",5837,23
"Jun 15, 2024",5854,17
"Jun 16, 2024",5871,17
"Jun 17, 2024",5890,19
"Jun 18, 2024",5909,19
"Jun 19, 2024",5926,17
"Jun 20, 2024",5942,16
"Jun 21, 2024",5955,13
"Jun 22, 2024",5967,12
"Jun 23, 2024",5979,12
"Jun 24, 2024",5991,12
"Jun 25, 2024",6004,13
"Jun 26, 2024",6016,12
"Jun 27, 2024",6031,15
"Jun 28, 2024",6046,15
"Jun 29, 2024",6060,14
"Jun 30, 2024",6074,14
"Jul 1, 2024",6093,19
"Jul 2, 2024",6111,18
"Jul 3, 2024",6121,10
"Jul 4, 2024",6130,9
"Jul 5, 2024",6142,12
"Jul 6, 2024",6153,11
"Jul 7, 2024",6164,11
"Jul 8, 2024",6176,12
"Jul 9, 2024",6187,11
"Jul 10, 2024",6198,11
"Jul 11, 2024",6210,12
"Jul 12, 2024",6221,11
"Jul 13, 2024",6232,11
"Jul 14, 2024",6244,12
"Jul 15, 2024",6255,11
"Jul 16, 2024",6266,11
"Jul 17, 2024",6278,12
"Jul 18, 2024",6289,11
"Jul 19, 2024",6300,11
"Jul 20, 2024",6311,11
"Jul 21, 2024",6323,12
"Jul 22, 2024",6334,11
"Jul 23, 2024",6345,11
"Jul 24, 2024",6357,12
"Jul 25, 2024",6368,11
"Jul 26, 2024",6379,11
"Jul 27, 2024",6391,12
"Jul 28, 2024",6402,11
"Jul 29, 2024",6411,9
"Jul 30, 2024",6420,9
"Jul 31, 2024",6428,8
"Aug 1, 2024",6436,8
"Aug 2, 2024",6451,15
"Aug 3, 2024",6466,15
"Aug 4, 2024",6474,8
"Aug 5, 2024",6481,7
"Aug 6, 2024",6492,11
"Aug 7, 2024",6502,10
"Aug 8, 2024",6511,9
"Aug 9, 2024",6519,8
"Aug 10, 2024",6525,6
"Aug 11, 2024",6530,5
"Aug 12, 2024",6538,8
"Aug 13, 2024",6545,7
"Aug 14, 2024",6550,5
"Aug 15, 2024",6555,5
"Aug 16, 2024",6561,6
"Aug 17, 2024",6566,5
"Aug 18, 2024",6571,5
"Aug 19, 2024",6576,5
"Aug 20, 2024",6585,9
"Aug 21, 2024",6594,9
"Aug 22, 2024",6598,4
"Aug 23, 2024",6602,4
"Aug 24, 2024",6610,8
"Aug 25, 2024",6617,7
"Aug 26, 2024",6626,9
"Aug 27, 2024",6634,8
"Aug 28, 2024",6643,9
"Aug 29, 2024",6652,9
"Aug 30, 2024",6661,9
"Aug 31, 2024",6669,8
"Sep 1, 2024",6677,8
"Sep 2, 2024",6684,7
"Sep 3, 2024",6697,13
"Sep 4, 2024",6709,12
"Sep 5, 2024",6756,47
"Sep 6, 2024",6802,46
"Sep 7, 2024",6855,53
"Sep 8, 2024",6908,53
"Sep 9, 2024",6958,50
"Sep 10, 2024",7007,49
"Sep 11, 2024",7053,46
"Sep 12, 2024",7098,45
"Sep 13, 2024",7130,32
"Sep 14, 2024",7162,32
"Sep 15, 2024",7197,35
"Sep 16, 2024",7232,35
"Sep 17, 2024",7266,34
"Sep 18, 2024",7300,34
"Sep 19, 2024",7336,36
"Sep 20, 2024",7371,35
"Sep 21, 2024",7401,30
"Sep 22, 2024",7430,29
"Sep 23, 2024",7469,39
"Sep 24, 2024",7507,38
"Sep 25, 2024",7542,35
"Sep 26, 2024",7576,34
"Sep 27, 2024",7618,42
"Sep 28, 2024",7659,41
"Sep 29, 2024",7702,43
"Sep 30, 2024",7745,43
"Oct 1, 2024",7799,54
"Oct 2, 2024",7853,54
"Oct 3, 2024",7919,66
"Oct 4, 2024",7985,66
"Oct 5, 2024",8051,66
"Oct 6, 2024",8116,65
"Oct 7, 2024",8167,51
"Oct 8, 2024",8217,50
"Oct 9, 2024",8267,50
"Oct 10, 2024",8317,50
"Oct 11, 2024",8362,45
"Oct 12, 2024",8406,44
"Oct 13, 2024",8452,46
"Oct 14, 2024",8498,46
"Oct 15, 2024",8538,40
"Oct 16, 2024",8577,39
"Oct 17, 2024",8617,40
"Oct 18, 2024",8656,39
"Oct 19, 2024",8697,41
"Oct 20, 2024",8737,40
"Oct 21, 2024",8786,49
"Oct 22, 2024",8834,48
"Oct 23, 2024",8872,38
"Oct 24, 2024",8909,37
"Oct 25, 2024",8947,38
"Oct 26, 2024",8985,38
"Oct 27, 2024",9015,30
"Oct 28, 2024",9045,30
"Oct 29, 2024",9078,33
"Oct 30, 2024",9110,32
"Oct 31, 2024",9143,33
"Nov 1, 2024",9175,32
"Nov 2, 2024",9208,33
"Nov 3, 2024",9240,32
"Nov 4, 2024",9259,19
"Nov 5, 2024",9279,20
"Nov 6, 2024",9298,19
"Nov 7, 2024",9330,32
"Nov 8, 2024",9362,32
"Nov 9, 2024",9384,22
"Nov 10, 2024",9406,22
"Nov 11, 2024",9427,21
"Nov 12, 2024",9447,20
"Nov 13, 2024",9471,24
"Nov 14, 2024",9494,23
"Nov 15, 2024",9518,24
"Nov 16, 2024",9536,18
"Nov 17, 2024",9555,19
"Nov 18, 2024",9573,18
"Nov 19, 2024",9598,25
"Nov 20, 2024",9624,26
"Nov 21, 2024",9649,25
"Nov 22, 2024",9670,21
"Nov 23, 2024",9692,22
"Nov 24, 2024",9713,21
"Nov 25, 2024",9739,26
"Nov 26, 2024",9764,25
"Nov 27, 2024",9790,26
"Nov 28, 2024",9815,25
"Nov 29, 2024",9839,24
"Nov 30, 2024",9860,21
"Dec 1, 2024",9881,21
"Dec 2, 2024",9902,21
"Dec 3, 2024",9928,26
"Dec 4, 2024",9955,27
"Dec 5, 2024",9981,26
"Dec 6, 2024",10023,42
"Dec 7, 2024",10065,42
"Dec 8, 2024",10081,16
"Dec 9, 2024",10098,17
"Dec 10, 2024",10114,16
"Dec 11, 2024",10146,32
"Dec 12, 2024",10178,32
"Dec 13, 2024",10198,20
"Dec 14, 2024",10218,20
"Dec 15, 2024",10238,20
"Dec 16, 2024",10255,17
"Dec 17, 2024",10272,17
"Dec 18, 2024",10289,17
"Dec 19, 2024",10313,24
"Dec 20, 2024",10336,23
"Dec 21, 2024",10357,21
"Dec 22, 2024",10377,20
"Dec 23, 2024",10398,21
"Dec 24, 2024",10418,20
"Dec 25, 2024",10433,15
"Dec 26, 2024",10448,15
"Dec 27, 2024",10469,21
"Dec 28, 2024",10489,20
"Dec 29, 2024",10507,18
"Dec 30, 2024",10524,17
"Dec 31, 2024",10544,20
"Jan 1, 2025",10563,19
"Jan 2, 2025",10582,19
"Jan 3, 2025",10601,19
"Jan 4, 2025",10620,19
"Jan 5, 2025",10637,17
