Date,Likes,Change
"Jul 26, 2022",12064,0
"Jul 27, 2022",12172,108
"Jul 28, 2022",12423,251
"Jul 29, 2022",12654,231
"Jul 30, 2022",12878,224
"Jul 31, 2022",13097,219
"Aug 1, 2022",13225,128
"Aug 2, 2022",13328,103
"Aug 3, 2022",13394,66
"Aug 4, 2022",13455,61
"Aug 5, 2022",13508,53
"Aug 6, 2022",13554,46
"Aug 7, 2022",13590,36
"Aug 8, 2022",13617,27
"Aug 9, 2022",13644,27
"Aug 10, 2022",13662,18
"Aug 11, 2022",13688,26
"Aug 12, 2022",13716,28
"Aug 13, 2022",13739,23
"Aug 14, 2022",13791,52
"Aug 15, 2022",13818,27
"Aug 16, 2022",13834,16
"Aug 17, 2022",13857,23
"Aug 18, 2022",13886,29
"Aug 19, 2022",13919,33
"Aug 20, 2022",13939,20
"Aug 21, 2022",13967,28
"Aug 22, 2022",13991,24
"Aug 23, 2022",14017,26
"Aug 24, 2022",14040,23
"Aug 25, 2022",14060,20
"Aug 26, 2022",14078,18
"Aug 27, 2022",14098,20
"Aug 28, 2022",14114,16
"Aug 29, 2022",14127,13
"Aug 30, 2022",14142,15
"Aug 31, 2022",14159,17
"Sep 1, 2022",14175,16
"Sep 2, 2022",14176,1
"Sep 3, 2022",14187,11
"Sep 4, 2022",14193,6
"Sep 5, 2022",14206,13
"Sep 6, 2022",14218,12
"Sep 7, 2022",14236,18
"Sep 8, 2022",14255,19
"Sep 9, 2022",14274,19
"Sep 10, 2022",14291,17
"Sep 11, 2022",14308,17
"Sep 12, 2022",14313,5
"Sep 13, 2022",14324,11
"Sep 14, 2022",14333,9
"Sep 15, 2022",14345,12
"Sep 16, 2022",14356,11
"Sep 17, 2022",14367,11
"Sep 18, 2022",14373,6
"Sep 19, 2022",14384,11
"Sep 20, 2022",14395,11
"Sep 21, 2022",14411,16
"Sep 22, 2022",14422,11
"Sep 23, 2022",14428,6
"Sep 24, 2022",14437,9
"Sep 25, 2022",14446,9
"Sep 26, 2022",14460,14
"Sep 27, 2022",14468,8
"Sep 28, 2022",14472,4
"Sep 29, 2022",14476,4
"Sep 30, 2022",14480,4
"Oct 1, 2022",14490,10
"Oct 2, 2022",14491,1
"Oct 3, 2022",14496,5
"Oct 4, 2022",14504,8
"Oct 5, 2022",14507,3
"Oct 6, 2022",14513,6
"Oct 7, 2022",14518,5
"Oct 8, 2022",14521,3
"Oct 9, 2022",14523,2
"Oct 10, 2022",14531,8
"Oct 11, 2022",14534,3
"Oct 12, 2022",14540,6
"Oct 13, 2022",14545,5
"Oct 14, 2022",14553,8
"Oct 15, 2022",14560,7
"Oct 16, 2022",14571,11
"Oct 17, 2022",14576,5
"Oct 18, 2022",14577,1
"Oct 19, 2022",14580,3
"Oct 20, 2022",14580,0
"Oct 21, 2022",14585,5
"Oct 22, 2022",14585,0
"Oct 23, 2022",14591,6
"Oct 24, 2022",14593,2
"Oct 25, 2022",14602,9
"Oct 26, 2022",14606,4
"Oct 27, 2022",14609,3
"Oct 28, 2022",14615,6
"Oct 29, 2022",14624,9
"Oct 30, 2022",14633,9
"Oct 31, 2022",14638,5
"Nov 1, 2022",14644,6
"Nov 2, 2022",14646,2
"Nov 3, 2022",14651,5
"Nov 4, 2022",14658,7
"Nov 5, 2022",14665,7
"Nov 6, 2022",14672,7
"Nov 7, 2022",14684,12
"Nov 8, 2022",14696,12
"Nov 9, 2022",14701,5
"Nov 10, 2022",14707,6
"Nov 11, 2022",14712,5
"Nov 12, 2022",14722,10
"Nov 13, 2022",14726,4
"Nov 14, 2022",14733,7
"Nov 15, 2022",14736,3
"Nov 16, 2022",14745,9
"Nov 17, 2022",14749,4
"Nov 18, 2022",14757,8
"Nov 19, 2022",14765,8
"Nov 20, 2022",14772,7
"Nov 21, 2022",14774,2
"Nov 22, 2022",14775,1
"Nov 23, 2022",14778,3
"Nov 24, 2022",14778,0
"Nov 25, 2022",14785,7
"Nov 26, 2022",14788,3
"Nov 27, 2022",14794,6
"Nov 28, 2022",14796,2
"Nov 29, 2022",14800,4
"Nov 30, 2022",14805,5
"Dec 1, 2022",14808,3
"Dec 2, 2022",14814,6
"Dec 3, 2022",14821,7
"Dec 4, 2022",14822,1
"Dec 5, 2022",14827,5
"Dec 6, 2022",14831,4
"Dec 7, 2022",14833,2
"Dec 8, 2022",14836,3
"Dec 9, 2022",14836,0
"Dec 10, 2022",14842,6
"Dec 11, 2022",14847,5
"Dec 12, 2022",14849,2
"Dec 13, 2022",14853,4
"Dec 14, 2022",14855,2
"Dec 15, 2022",14859,4
"Dec 16, 2022",14862,3
"Dec 17, 2022",14864,2
"Dec 18, 2022",14867,3
"Dec 19, 2022",14871,4
"Dec 20, 2022",14875,4
"Dec 21, 2022",14881,6
"Dec 22, 2022",14886,5
"Dec 23, 2022",14890,4
"Dec 24, 2022",14895,5
"Dec 25, 2022",14903,8
"Dec 26, 2022",14913,10
"Dec 27, 2022",14913,0
"Dec 28, 2022",14913,0
"Dec 29, 2022",14914,1
"Dec 30, 2022",14915,1
"Dec 31, 2022",14919,4
"Jan 1, 2023",14921,2
"Jan 2, 2023",14923,2
"Jan 3, 2023",14926,3
"Jan 4, 2023",14929,3
"Jan 5, 2023",14931,2
"Jan 6, 2023",14933,2
"Jan 7, 2023",14932,-1
"Jan 8, 2023",14931,-1
"Jan 9, 2023",14933,2
"Jan 10, 2023",14933,0
"Jan 11, 2023",14935,2
"Jan 12, 2023",14934,-1
"Jan 13, 2023",14936,2
"Jan 14, 2023",14939,3
"Jan 15, 2023",14940,1
"Jan 16, 2023",14942,2
"Jan 17, 2023",14944,2
"Jan 18, 2023",14949,5
"Jan 19, 2023",14950,1
"Jan 20, 2023",14952,2
"Jan 21, 2023",14958,6
"Jan 22, 2023",14958,0
"Jan 23, 2023",14959,1
"Jan 24, 2023",14958,-1
"Jan 25, 2023",14960,2
"Jan 26, 2023",14962,2
"Jan 27, 2023",14962,0
"Jan 28, 2023",14966,4
