Date,Spotify Streams,Change
"Dec 5, 2018",0,0
"Dec 6, 2018",90111,0
"Dec 7, 2018",178001,0
"Dec 8, 2018",263775,0
"Dec 9, 2018",347530,0
"Dec 10, 2018",429358,0
"Dec 11, 2018",509342,0
"Dec 12, 2018",587562,0
"Dec 13, 2018",664093,0
"Dec 14, 2018",739003,0
"Dec 15, 2018",812359,0
"Dec 16, 2018",884222,0
"Dec 17, 2018",954651,0
"Dec 18, 2018",1023699,0
"Dec 19, 2018",1091420,0
"Dec 20, 2018",1157861,0
"Dec 21, 2018",1223070,0
"Dec 22, 2018",1287090,0
"Dec 23, 2018",1349963,0
"Dec 24, 2018",1411729,0
"Dec 25, 2018",1472425,0
"Dec 26, 2018",1532087,0
"Dec 27, 2018",1590750,0
"Dec 28, 2018",1648445,0
"Dec 29, 2018",1705205,0
"Dec 30, 2018",1761059,0
"Dec 31, 2018",1816034,0
"Jan 1, 2019",1870159,0
"Jan 2, 2019",1923459,0
"Jan 3, 2019",1975959,0
"Jan 4, 2019",2027683,0
"Jan 5, 2019",2078654,0
"Jan 6, 2019",2128893,0
"Jan 7, 2019",2178422,0
"Jan 8, 2019",2227260,0
"Jan 9, 2019",2275428,0
"Jan 10, 2019",2322944,0
"Jan 11, 2019",2369826,0
"Jan 12, 2019",2416090,0
"Jan 13, 2019",2461755,0
"Jan 14, 2019",2506836,0
"Jan 15, 2019",2551348,0
"Jan 16, 2019",2595306,0
"Jan 17, 2019",2638725,0
"Jan 18, 2019",2681619,0
"Jan 19, 2019",2724000,0
"Jan 20, 2019",2765883,0
"Jan 21, 2019",2807280,0
"Jan 22, 2019",2848202,0
"Jan 23, 2019",2888661,0
"Jan 24, 2019",2928670,0
"Jan 25, 2019",2968238,0
"Jan 26, 2019",3007377,0
"Jan 27, 2019",3046097,0
"Jan 28, 2019",3084407,0
"Jan 29, 2019",3122318,0
"Jan 30, 2019",3159839,0
"Jan 31, 2019",3196979,0
"Feb 1, 2019",3233747,0
"Feb 2, 2019",3270151,0
"Feb 3, 2019",3306200,0
"Feb 4, 2019",3341902,0
"Feb 5, 2019",3377265,0
"Feb 6, 2019",3412297,0
"Feb 7, 2019",3447004,0
"Feb 8, 2019",3481394,0
"Feb 9, 2019",3515475,0
"Feb 10, 2019",3549252,0
"Feb 11, 2019",3582733,0
"Feb 12, 2019",3615924,0
"Feb 13, 2019",3648832,0
"Feb 14, 2019",3681462,0
"Feb 15, 2019",3713821,0
"Feb 16, 2019",3745914,0
"Feb 17, 2019",3777747,0
"Feb 18, 2019",3809326,0
"Feb 19, 2019",3840656,0
"Feb 20, 2019",3871742,0
"Feb 21, 2019",3902590,0
"Feb 22, 2019",3933203,0
"Feb 23, 2019",3963589,0
"Feb 24, 2019",3993750,0
"Feb 25, 2019",4023691,0
"Feb 26, 2019",4053418,0
"Feb 27, 2019",4082935,0
"Feb 28, 2019",4112246,0
"Mar 1, 2019",4141355,0
"Mar 2, 2019",4170266,0
"Mar 3, 2019",4198984,0
"Mar 4, 2019",4227512,0
"Mar 5, 2019",4255854,0
"Mar 6, 2019",4284014,0
"Mar 7, 2019",4311995,0
"Mar 8, 2019",4339802,0
"Mar 9, 2019",4367438,0
"Mar 10, 2019",4394906,0
"Mar 11, 2019",4422209,0
"Mar 12, 2019",4449352,0
"Mar 13, 2019",4476336,0
"Mar 14, 2019",4503166,0
"Mar 15, 2019",4529844,0
"Mar 16, 2019",4556373,0
"Mar 17, 2019",4582757,0
"Mar 18, 2019",4608998,0
"Mar 19, 2019",4635100,0
"Mar 20, 2019",4661064,0
"Mar 21, 2019",4686893,0
"Mar 22, 2019",4712591,0
"Mar 23, 2019",4738160,0
"Mar 24, 2019",4763603,0
"Mar 25, 2019",4788921,0
"Mar 26, 2019",4814118,0
"Mar 27, 2019",4839196,0
"Mar 28, 2019",4864157,0
"Mar 29, 2019",4889004,0
"Mar 30, 2019",4913738,0
"Mar 31, 2019",4938363,0
"Apr 1, 2019",4962880,0
"Apr 2, 2019",4987291,0
"Apr 3, 2019",5011599,0
"Apr 4, 2019",5035806,0
"Apr 5, 2019",5059913,0
"Apr 6, 2019",5083923,0
"Apr 7, 2019",5107838,0
"Apr 8, 2019",5131659,0
"Apr 9, 2019",5155389,0
"Apr 10, 2019",5179029,0
"Apr 11, 2019",5202581,0
"Apr 12, 2019",5226047,0
"Apr 13, 2019",5249429,0
"Apr 14, 2019",5272728,0
"Apr 15, 2019",5295946,0
"Apr 16, 2019",5319085,0
"Apr 17, 2019",5342147,0
"Apr 18, 2019",5365132,0
"Apr 19, 2019",5388044,0
"Apr 20, 2019",5410882,0
"Apr 21, 2019",5433649,0
"Apr 22, 2019",5456346,0
"Apr 23, 2019",5478975,0
"Apr 24, 2019",5501537,0
"Apr 25, 2019",5524033,0
"Apr 26, 2019",5546465,0
"Apr 27, 2019",5568835,0
"Apr 28, 2019",5591143,0
"Apr 29, 2019",5613392,0
"Apr 30, 2019",5635581,0
"May 1, 2019",5657713,0
"May 2, 2019",5679789,0
"May 3, 2019",5701811,0
"May 4, 2019",5723778,0
"May 5, 2019",5745693,0
"May 6, 2019",5767557,0
"May 7, 2019",5789371,0
"May 8, 2019",5811135,0
"May 9, 2019",5832852,0
"May 10, 2019",5854522,0
"May 11, 2019",5876147,0
"May 12, 2019",5897727,0
"May 13, 2019",5919264,0
"May 14, 2019",5940758,0
"May 15, 2019",5962211,0
"May 16, 2019",5983623,0
"May 17, 2019",6004996,0
"May 18, 2019",6026331,0
"May 19, 2019",6047628,0
"May 20, 2019",6068889,0
"May 21, 2019",6090114,0
"May 22, 2019",6111305,0
"May 23, 2019",6132462,0
"May 24, 2019",6153586,0
"May 25, 2019",6174679,0
"May 26, 2019",6195740,0
"May 27, 2019",6216771,0
"May 28, 2019",6237773,0
"May 29, 2019",6258746,0
"May 30, 2019",6279692,0
"May 31, 2019",6300610,0
"Jun 1, 2019",6321503,0
"Jun 2, 2019",6342370,0
"Jun 3, 2019",6363213,0
"Jun 4, 2019",6384032,0
"Jun 5, 2019",6404828,0
"Jun 6, 2019",6425602,0
"Jun 7, 2019",6446354,0
"Jun 8, 2019",6467086,0
"Jun 9, 2019",6487797,0
"Jun 10, 2019",6508489,0
"Jun 11, 2019",6529162,0
"Jun 12, 2019",6549818,0
"Jun 13, 2019",6570456,0
"Jun 14, 2019",6591077,0
"Jun 15, 2019",6611682,0
"Jun 16, 2019",6632272,0
"Jun 17, 2019",6652847,0
"Jun 18, 2019",6673408,0
"Jun 19, 2019",6693955,0
"Jun 20, 2019",6714490,0
"Jun 21, 2019",6735012,0
"Jun 22, 2019",6755522,0
"Jun 23, 2019",6776022,0
