Date,Likes,Change
"May 15, 2022",2800644,0
"May 16, 2022",2800894,250
"May 17, 2022",2843503,42609
"May 18, 2022",2883878,40375
"May 19, 2022",2924649,40771
"May 20, 2022",2964892,40243
"May 21, 2022",3007791,42899
"May 22, 2022",3051910,44119
"May 23, 2022",3092238,40328
"May 24, 2022",3128482,36244
"May 25, 2022",3164577,36095
"May 26, 2022",3199078,34501
"May 27, 2022",3231505,32427
"May 28, 2022",3266233,34728
"May 29, 2022",3302996,36763
"May 30, 2022",3333609,30613
"May 31, 2022",3364668,31059
"Jun 1, 2022",3392813,28145
"Jun 2, 2022",3423989,31176
"Jun 3, 2022",3451355,27366
"Jun 4, 2022",3476438,25083
"Jun 5, 2022",3499287,22849
"Jun 6, 2022",3521274,21987
"Jun 7, 2022",3542790,21516
"Jun 8, 2022",3563513,20723
"Jun 9, 2022",3581890,18377
"Jun 10, 2022",3602619,20729
"Jun 11, 2022",3623997,21378
"Jun 12, 2022",3648301,24304
"Jun 13, 2022",3671271,22970
"Jun 14, 2022",3695555,24284
"Jun 15, 2022",3728467,32912
"Jun 16, 2022",3763575,35108
"Jun 17, 2022",3798122,34547
"Jun 18, 2022",3832454,34332
"Jun 19, 2022",3867466,35012
"Jun 20, 2022",3895727,28261
"Jun 21, 2022",3926539,30812
"Jun 22, 2022",3956262,29723
"Jun 23, 2022",3986702,30440
"Jun 24, 2022",4018340,31638
"Jun 25, 2022",4052864,34524
"Jun 26, 2022",4088133,35269
"Jun 27, 2022",4116824,28691
"Jun 28, 2022",4145186,28362
"Jun 29, 2022",4171974,26788
"Jun 30, 2022",4201946,29972
"Jul 1, 2022",4235198,33252
"Jul 2, 2022",4274660,39462
"Jul 3, 2022",4321006,46346
"Jul 4, 2022",4358961,37955
"Jul 5, 2022",4398402,39441
"Jul 6, 2022",4435983,37581
"Jul 7, 2022",4471836,35853
"Jul 8, 2022",4508696,36860
"Jul 9, 2022",4551502,42806
"Jul 10, 2022",4594862,43360
"Jul 11, 2022",4634657,39795
"Jul 12, 2022",4676656,41999
"Jul 13, 2022",4720970,44314
"Jul 14, 2022",4772276,51306
"Jul 15, 2022",4810123,37847
"Jul 16, 2022",4851302,41179
"Jul 17, 2022",4893437,42135
"Jul 18, 2022",4926512,33075
"Jul 19, 2022",4958944,32432
"Jul 20, 2022",4991486,32542
"Jul 21, 2022",5024450,32964
"Jul 22, 2022",5056610,32160
"Jul 23, 2022",5090871,34261
"Jul 24, 2022",5126787,35916
