Date,Spotify Streams,Change
"Jun 28, 2023",421364,0
"Jun 29, 2023",692081,270717
"Jun 30, 2023",988621,296540
"Jul 1, 2023",1317607,328986
"Jul 2, 2023",1635581,317974
"Jul 3, 2023",1929429,293848
"Jul 4, 2023",2223278,293848
"Jul 5, 2023",2517126,293848
"Jul 6, 2023",2810974,293848
"Jul 7, 2023",3051929,240955
"Jul 8, 2023",3267982,216053
"Jul 9, 2023",3478090,210108
"Jul 10, 2023",3679824,201734
"Jul 11, 2023",3872416,192592
"Jul 12, 2023",4062605,190189
"Jul 13, 2023",4255782,193177
"Jul 14, 2023",4439521,183739
"Jul 15, 2023",4613498,173977
"Jul 16, 2023",4790305,176807
"Jul 17, 2023",4961738,171433
"Jul 18, 2023",5127551,165813
"Jul 19, 2023",5294840,167289
"Jul 20, 2023",5456293,161453
"Jul 21, 2023",5614927,158634
"Jul 22, 2023",5775551,160624
"Jul 23, 2023",5935499,159948
"Jul 24, 2023",6086267,150768
"Jul 25, 2023",6230710,144443
"Jul 26, 2023",6375080,144370
"Jul 27, 2023",6523191,148111
"Jul 28, 2023",6663937,140746
"Jul 29, 2023",6804684,140747
"Jul 30, 2023",6947894,143210
"Jul 31, 2023",7091104,143210
"Aug 1, 2023",7227226,136122
"Aug 2, 2023",7361296,134070
"Aug 3, 2023",7493908,132612
"Aug 4, 2023",7624533,130625
"Aug 5, 2023",7753569,129036
"Aug 6, 2023",7881604,128035
"Aug 7, 2023",8005480,123876
"Aug 8, 2023",8125097,119617
"Aug 9, 2023",8249251,124154
"Aug 10, 2023",8373300,124049
"Aug 11, 2023",8505250,131950
"Aug 12, 2023",8635598,130348
"Aug 13, 2023",8769922,134324
"Aug 14, 2023",8900547,130625
"Aug 15, 2023",8900547,0
"Aug 16, 2023",9139950,239403
"Aug 17, 2023",9266355,126405
"Aug 18, 2023",9397362,131007
"Aug 19, 2023",9530815,133453
"Aug 20, 2023",9677297,146482
"Aug 21, 2023",9819190,141893
"Aug 22, 2023",9950650,131460
"Aug 23, 2023",10086992,136342
"Aug 24, 2023",10217209,130217
"Aug 25, 2023",10217209,0
"Aug 26, 2023",10468429,251220
"Aug 27, 2023",10598237,129808
"Aug 28, 2023",10725920,127683
"Aug 29, 2023",10851400,125480
"Aug 30, 2023",10981652,130252
"Aug 31, 2023",11105888,124236
"Sep 1, 2023",11227289,121401
"Sep 2, 2023",11351596,124307
"Sep 3, 2023",11472131,120535
"Sep 4, 2023",11594606,122475
"Sep 5, 2023",11710140,115534
"Sep 6, 2023",11827671,117531
"Sep 7, 2023",11947007,119336
"Sep 8, 2023",12059146,112139
"Sep 9, 2023",12167106,107960
"Sep 10, 2023",12281314,114208
"Sep 11, 2023",12385944,104630
"Sep 12, 2023",12490837,104893
"Sep 13, 2023",12597624,106787
"Sep 14, 2023",12709153,111529
"Sep 15, 2023",12815521,106368
"Sep 16, 2023",12921800,106279
"Sep 17, 2023",13031531,109731
"Sep 18, 2023",13131323,99792
"Sep 19, 2023",13220107,88784
"Sep 20, 2023",13301828,81721
"Sep 21, 2023",13386222,84394
"Sep 22, 2023",13470948,84726
"Sep 23, 2023",13554706,83758
"Sep 24, 2023",13638215,83509
"Sep 25, 2023",13716185,77970
"Sep 26, 2023",13795218,79033
"Sep 27, 2023",13875989,80771
"Sep 28, 2023",13956223,80234
"Sep 29, 2023",14029709,73486
"Sep 30, 2023",14104089,74380
"Oct 1, 2023",14181365,77276
"Oct 2, 2023",14256267,74902
"Oct 3, 2023",14329827,73560
"Oct 4, 2023",14403421,73594
"Oct 5, 2023",14475798,72377
"Oct 6, 2023",14545887,70089
"Oct 7, 2023",14616162,70275
"Oct 8, 2023",14686653,70491
"Oct 9, 2023",14753406,66753
"Oct 10, 2023",14821646,68240
"Oct 11, 2023",14889872,68226
"Oct 12, 2023",14956855,66983
"Oct 13, 2023",15025891,69036
"Oct 14, 2023",15094361,68470
"Oct 15, 2023",15158173,63812
"Oct 16, 2023",15221028,62855
"Oct 17, 2023",15283730,62702
"Oct 18, 2023",15347893,64163
"Oct 19, 2023",15413881,65988
"Oct 20, 2023",15476956,63075
"Oct 21, 2023",15543908,66952
"Oct 22, 2023",15609741,65833
"Oct 23, 2023",15667296,57555
"Oct 24, 2023",15726735,59439
"Oct 25, 2023",15784030,57295
"Oct 26, 2023",15846711,62681
"Oct 27, 2023",15910938,64227
"Oct 28, 2023",15973632,62694
"Oct 29, 2023",16034356,60724
"Oct 30, 2023",16092483,58127
"Oct 31, 2023",16151563,59080
"Nov 1, 2023",16212803,61240
"Nov 2, 2023",16272254,59451
"Nov 3, 2023",16329482,57228
"Nov 4, 2023",16388369,58887
"Nov 5, 2023",16447811,59442
"Nov 6, 2023",16503405,55594
"Nov 7, 2023",16555419,52014
"Nov 8, 2023",16595022,39603
"Nov 9, 2023",16633372,38350
"Nov 10, 2023",16671463,38091
"Nov 11, 2023",16708956,37493
"Nov 12, 2023",16746861,37905
"Nov 13, 2023",16777964,31103
"Nov 14, 2023",16812087,34123
"Nov 15, 2023",16812087,0
"Nov 16, 2023",16879192,67105
"Nov 17, 2023",16912011,32819
"Nov 18, 2023",16912011,0
"Nov 19, 2023",16912011,0
"Nov 20, 2023",16976540,64529
"Nov 21, 2023",17030330,53790
"Nov 22, 2023",17061513,31183
"Nov 23, 2023",17091760,30247
"Nov 24, 2023",17121292,29532
"Nov 25, 2023",17150426,29134
"Nov 26, 2023",17178225,27799
"Nov 27, 2023",17204968,26743
"Nov 28, 2023",17232332,27364
"Nov 29, 2023",17259143,26811
"Nov 30, 2023",17287012,27869
"Dec 1, 2023",17314921,27909
"Dec 2, 2023",17342142,27221
"Dec 3, 2023",17370006,27864
"Dec 4, 2023",17396203,26197
"Dec 5, 2023",17422682,26479
"Dec 6, 2023",17474116,51434
"Dec 7, 2023",17474116,0
"Dec 8, 2023",17527360,53244
"Dec 9, 2023",17540666,13306
"Dec 10, 2023",17553971,13306
"Dec 11, 2023",17580110,26139
"Dec 12, 2023",17605197,25087
"Dec 13, 2023",17654009,48812
"Dec 14, 2023",17666053,12044
"Dec 15, 2023",17678096,12044
"Dec 16, 2023",17703497,25401
"Dec 17, 2023",17728764,25267
"Dec 18, 2023",17754031,25267
"Dec 19, 2023",17777813,23782
"Dec 20, 2023",17801320,23507
"Dec 21, 2023",17824827,23507
"Dec 22, 2023",17871909,47082
"Dec 23, 2023",17897379,25470
"Dec 24, 2023",17897379,0
"Dec 25, 2023",17921482,24103
"Dec 26, 2023",17945584,24103
"Dec 27, 2023",17968480,22896
"Dec 28, 2023",17991037,22557
