Date,Likes,Change
"Oct 19, 2023",205,0
"Oct 20, 2023",216,11
"Oct 21, 2023",227,11
"Oct 22, 2023",240,13
"Oct 23, 2023",253,13
"Oct 24, 2023",263,10
"Oct 25, 2023",273,10
"Oct 26, 2023",281,8
"Oct 27, 2023",289,8
"Oct 28, 2023",304,15
"Oct 29, 2023",319,15
"Oct 30, 2023",329,10
"Oct 31, 2023",338,9
"Nov 1, 2023",349,11
"Nov 2, 2023",360,11
"Nov 3, 2023",371,11
"Nov 4, 2023",382,11
"Nov 5, 2023",393,11
"Nov 6, 2023",404,11
"Nov 7, 2023",414,10
"Nov 8, 2023",424,10
"Nov 9, 2023",438,14
"Nov 10, 2023",451,13
"Nov 11, 2023",463,12
"Nov 12, 2023",474,11
"Nov 13, 2023",486,12
"Nov 14, 2023",497,11
"Nov 15, 2023",511,14
"Nov 16, 2023",525,14
"Nov 17, 2023",538,13
"Nov 18, 2023",550,12
"Nov 19, 2023",558,8
"Nov 20, 2023",565,7
"Nov 21, 2023",579,14
"Nov 22, 2023",592,13
"Nov 23, 2023",609,17
"Nov 24, 2023",625,16
"Nov 25, 2023",645,20
"Nov 26, 2023",665,20
"Nov 27, 2023",686,21
"Nov 28, 2023",707,21
"Nov 29, 2023",720,13
"Nov 30, 2023",732,12
"Dec 1, 2023",749,17
"Dec 2, 2023",765,16
"Dec 3, 2023",780,15
"Dec 4, 2023",794,14
"Dec 5, 2023",809,15
"Dec 6, 2023",824,15
"Dec 7, 2023",838,14
"Dec 8, 2023",851,13
"Dec 9, 2023",863,12
"Dec 10, 2023",874,11
"Dec 11, 2023",884,10
"Dec 12, 2023",893,9
"Dec 13, 2023",911,18
"Dec 14, 2023",928,17
"Dec 15, 2023",936,8
"Dec 16, 2023",944,8
"Dec 17, 2023",951,7
"Dec 18, 2023",957,6
"Dec 19, 2023",967,10
"Dec 20, 2023",977,10
"Dec 21, 2023",983,6
"Dec 22, 2023",989,6
"Dec 23, 2023",1001,12
"Dec 24, 2023",1013,12
"Dec 25, 2023",1023,10
"Dec 26, 2023",1033,10
"Dec 27, 2023",1041,8
"Dec 28, 2023",1049,8
"Dec 29, 2023",1058,9
"Dec 30, 2023",1066,8
"Dec 31, 2023",1075,9
