Date,Spotify Streams,Change
"Jul 18, 2021",0,0.0
"Jul 19, 2021",2888,2888.0
"Jul 20, 2021",5779,2891.0
"Jul 21, 2021",8674,2895.0
"Jul 22, 2021",11572,2898.0
"Jul 23, 2021",14471,2899.0
"Jul 24, 2021",17371,2900.0
"Jul 25, 2021",20271,2900.0
"Jul 26, 2021",23170,2899.0
"Jul 27, 2021",26068,2898.0
"Jul 28, 2021",28962,2894.0
"Jul 29, 2021",31852,2890.0
"Jul 30, 2021",34738,2886.0
"Jul 31, 2021",37618,2880.0
"Aug 1, 2021",40492,2874.0
"Aug 2, 2021",43358,2866.0
"Aug 3, 2021",46216,2858.0
"Aug 4, 2021",49065,2849.0
"Aug 5, 2021",51903,2838.0
"Aug 6, 2021",54730,2827.0
"Aug 7, 2021",57546,2816.0
"Aug 8, 2021",60348,2802.0
"Aug 9, 2021",63138,2790.0
"Aug 10, 2021",65913,2775.0
"Aug 11, 2021",68673,2760.0
"Aug 12, 2021",71417,2744.0
"Aug 13, 2021",74145,2728.0
"Aug 14, 2021",76857,2712.0
"Aug 15, 2021",79550,2693.0
"Aug 16, 2021",82226,2676.0
"Aug 17, 2021",84884,2658.0
"Aug 18, 2021",87522,2638.0
"Aug 19, 2021",90142,2620.0
"Aug 20, 2021",92741,2599.0
"Aug 21, 2021",95321,2580.0
"Aug 22, 2021",97880,2559.0
"Aug 23, 2021",100419,2539.0
"Aug 24, 2021",102937,2518.0
"Aug 25, 2021",105435,2498.0
"Aug 26, 2021",107911,2476.0
"Aug 27, 2021",110366,2455.0
"Aug 28, 2021",112800,2434.0
"Aug 29, 2021",115213,2413.0
"Aug 30, 2021",117604,2391.0
"Aug 31, 2021",119975,2371.0
"Sep 1, 2021",122324,2349.0
"Sep 2, 2021",124652,2328.0
"Sep 3, 2021",126959,2307.0
"Sep 4, 2021",129244,2285.0
"Sep 5, 2021",131510,2266.0
"Sep 6, 2021",133754,2244.0
"Sep 7, 2021",135978,2224.0
"Sep 8, 2021",138181,2203.0
"Sep 9, 2021",140364,2183.0
"Sep 10, 2021",142528,2164.0
"Sep 11, 2021",144671,2143.0
"Sep 12, 2021",146795,2124.0
"Sep 13, 2021",148899,2104.0
"Sep 14, 2021",150985,2086.0
"Sep 15, 2021",153051,2066.0
"Sep 16, 2021",155099,2048.0
"Sep 17, 2021",157128,2029.0
"Sep 18, 2021",159139,2011.0
"Sep 19, 2021",161132,1993.0
"Sep 20, 2021",163107,1975.0
"Sep 21, 2021",165065,1958.0
"Sep 22, 2021",167006,1941.0
"Sep 23, 2021",168929,1923.0
"Sep 24, 2021",170836,1907.0
"Sep 25, 2021",172727,1891.0
"Sep 26, 2021",174601,1874.0
"Sep 27, 2021",176460,1859.0
"Sep 28, 2021",178302,1842.0
"Sep 29, 2021",180130,1828.0
"Sep 30, 2021",181942,1812.0
"Oct 1, 2021",183739,1797.0
"Oct 2, 2021",185521,1782.0
"Oct 3, 2021",187289,1768.0
"Oct 4, 2021",189043,1754.0
"Oct 5, 2021",190782,1739.0
"Oct 6, 2021",192508,1726.0
"Oct 7, 2021",194221,1713.0
"Oct 8, 2021",195919,1698.0
"Oct 9, 2021",197605,1686.0
"Oct 10, 2021",199278,1673.0
"Oct 11, 2021",200939,1661.0
"Oct 12, 2021",202586,1647.0
"Oct 13, 2021",204222,1636.0
"Oct 14, 2021",205845,1623.0
"Oct 15, 2021",207457,1612.0
"Oct 16, 2021",209057,1600.0
"Oct 17, 2021",210645,1588.0
"Oct 18, 2021",212222,1577.0
"Oct 19, 2021",213788,1566.0
"Oct 20, 2021",215343,1555.0
"Oct 21, 2021",216888,1545.0
"Oct 22, 2021",218421,1533.0
"Oct 23, 2021",219945,1524.0
"Oct 24, 2021",221458,1513.0
"Oct 25, 2021",222961,1503.0
