Date,Spotify Streams,Change
"Jul 18, 2022",1339753,0
"Jul 19, 2022",3502348,2162595
"Jul 20, 2022",5542712,2040364
"Jul 21, 2022",7539872,1997160
"Jul 22, 2022",9406167,1866295
"Jul 23, 2022",11248867,1842700
"Jul 24, 2022",13128360,1879493
"Jul 25, 2022",14959927,1831567
"Jul 26, 2022",16722318,1762391
"Jul 27, 2022",18505709,1783391
"Jul 28, 2022",20299464,1793755
"Jul 29, 2022",22071949,1772485
"Jul 30, 2022",23818067,1746118
"Jul 31, 2022",25601105,1783038
"Aug 1, 2022",27336428,1735323
"Aug 2, 2022",28954789,1618361
"Aug 3, 2022",30571901,1617112
"Aug 4, 2022",32206649,1634748
"Aug 5, 2022",33820067,1613418
"Aug 6, 2022",35450512,1630445
"Aug 7, 2022",37126277,1675765
"Aug 8, 2022",38770577,1644300
"Aug 9, 2022",40266366,1495789
"Aug 10, 2022",41824970,1558604
"Aug 11, 2022",43355805,1530835
"Aug 12, 2022",44881703,1525898
"Aug 13, 2022",46343232,1461529
"Aug 14, 2022",47861517,1518285
"Aug 15, 2022",49347613,1486096
"Aug 16, 2022",50697009,1349396
"Aug 17, 2022",52062845,1365836
"Aug 18, 2022",53397344,1334499
"Aug 19, 2022",54734287,1336943
"Aug 20, 2022",54734287,0
"Aug 21, 2022",57361628,2627341
"Aug 22, 2022",58714389,1352761
"Aug 23, 2022",59914412,1200023
"Aug 24, 2022",61117315,1202903
"Aug 25, 2022",62311375,1194060
"Aug 26, 2022",63492540,1181165
"Aug 27, 2022",64700272,1207732
"Aug 28, 2022",65984627,1284355
"Aug 29, 2022",67238384,1253757
"Aug 30, 2022",68387506,1149122
"Aug 31, 2022",69543467,1155961
"Sep 1, 2022",70624261,1080794
"Sep 2, 2022",71698126,1073865
"Sep 3, 2022",72804214,1106088
"Sep 4, 2022",74009784,1205570
"Sep 5, 2022",75197130,1187346
"Sep 6, 2022",75197130,0
"Sep 7, 2022",77493269,2296139
"Sep 8, 2022",78636734,1143465
"Sep 9, 2022",79799590,1162856
"Sep 10, 2022",81045892,1246302
"Sep 11, 2022",82513648,1467756
"Sep 12, 2022",84034587,1520939
"Sep 13, 2022",85428384,1393797
"Sep 14, 2022",86775299,1346915
"Sep 15, 2022",88098444,1323145
"Sep 16, 2022",89422891,1324447
"Sep 17, 2022",90751233,1328342
"Sep 18, 2022",92175629,1424396
"Sep 19, 2022",93593641,1418012
"Sep 20, 2022",94868030,1274389
"Sep 21, 2022",94868030,0
"Sep 22, 2022",97402570,2534540
"Sep 23, 2022",98642841,1240271
"Sep 24, 2022",99951774,1308933
"Sep 25, 2022",101367853,1416079
"Sep 26, 2022",102768181,1400328
"Sep 27, 2022",104029702,1261521
"Sep 28, 2022",105305577,1275875
"Sep 29, 2022",106580787,1275210
"Sep 30, 2022",107875865,1295078
"Oct 1, 2022",109229120,1353255
"Oct 2, 2022",110688023,1458903
"Oct 3, 2022",112127913,1439890
"Oct 4, 2022",113496158,1368245
"Oct 5, 2022",114864843,1368685
"Oct 6, 2022",116202541,1337698
"Oct 7, 2022",117505681,1303140
"Oct 8, 2022",118849544,1343863
"Oct 9, 2022",120201696,1352152
"Oct 10, 2022",121456131,1254435
"Oct 11, 2022",122565170,1109039
"Oct 12, 2022",123657799,1092629
"Oct 13, 2022",123657799,0
"Oct 14, 2022",125826339,2168540
"Oct 15, 2022",126925708,1099369
"Oct 16, 2022",128107467,1181759
"Oct 17, 2022",129303490,1196023
"Oct 18, 2022",130333730,1030240
"Oct 19, 2022",131402553,1068823
"Oct 20, 2022",132511319,1108766
"Oct 21, 2022",133645064,1133745
"Oct 22, 2022",134865890,1220826
"Oct 23, 2022",136180037,1314147
"Oct 24, 2022",137398320,1218283
"Oct 25, 2022",138525591,1127271
"Oct 26, 2022",139580237,1054646
"Oct 27, 2022",140683649,1103412
"Oct 28, 2022",141752396,1068747
"Oct 29, 2022",142829510,1077114
"Oct 30, 2022",143964349,1134839
"Oct 31, 2022",145079651,1115302
"Nov 1, 2022",146108528,1028877
"Nov 2, 2022",147131231,1022703
"Nov 3, 2022",148114764,983533
"Nov 4, 2022",149131029,1016265
"Nov 5, 2022",150170941,1039912
"Nov 6, 2022",151297596,1126655
"Nov 7, 2022",152434742,1137146
"Nov 8, 2022",153471034,1036292
"Nov 9, 2022",154545690,1074656
"Nov 10, 2022",155567929,1022239
"Nov 11, 2022",156575581,1007652
"Nov 12, 2022",157672912,1097331
"Nov 13, 2022",158858786,1185874
"Nov 14, 2022",160015783,1156997
"Nov 15, 2022",161055240,1039457
"Nov 16, 2022",162091744,1036504
"Nov 17, 2022",163146450,1054706
"Nov 18, 2022",164203980,1057530
"Nov 19, 2022",165265082,1061102
"Nov 20, 2022",166409517,1144435
"Nov 21, 2022",167560329,1150812
"Nov 22, 2022",168561100,1000771
"Nov 23, 2022",169573523,1012423
"Nov 24, 2022",170603163,1029640
"Nov 25, 2022",171630123,1026960
"Nov 26, 2022",172666750,1036627
"Nov 27, 2022",173792276,1125526
"Nov 28, 2022",175002786,1210510
"Nov 29, 2022",176028800,1026014
"Nov 30, 2022",177047662,1018862
"Dec 1, 2022",178099621,1051959
"Dec 2, 2022",179151580,1051959
"Dec 3, 2022",180203540,1051959
"Dec 4, 2022",181255499,1051959
"Dec 5, 2022",182307458,1051959
"Dec 6, 2022",183271561,964103
"Dec 7, 2022",184246227,974666
"Dec 8, 2022",185226370,980143
"Dec 9, 2022",186223507,997137
"Dec 10, 2022",187224138,1000631
"Dec 11, 2022",188311635,1087497
"Dec 12, 2022",189409031,1097396
"Dec 13, 2022",190416012,1006981
"Dec 14, 2022",191426466,1010454
"Dec 15, 2022",192440368,1013902
"Dec 16, 2022",193431293,990925
"Dec 17, 2022",194424351,993058
"Dec 18, 2022",195475286,1050935
"Dec 19, 2022",196493428,1018142
"Dec 20, 2022",197438353,944925
"Dec 21, 2022",198392354,954001
"Dec 22, 2022",199375883,983529
"Dec 23, 2022",200327464,951581
"Dec 24, 2022",201319342,991878
"Dec 25, 2022",202385778,1066436
"Dec 26, 2022",203444208,1058430
"Dec 27, 2022",204459583,1015375
"Dec 28, 2022",205459224,999641
"Dec 29, 2022",206451954,992730
"Dec 30, 2022",207447506,995552
"Dec 31, 2022",208468469,1020963
"Jan 1, 2023",209579862,1111393
"Jan 2, 2023",210605968,1026106
"Jan 3, 2023",211539918,933950
"Jan 4, 2023",212458722,918804
